SN+ Sample Number (READONLY)+,XG+ Gravity Center+,YG+ Gravity Center+,ZG+ Gravity Center+,chloride_klassen{laag},chloride_klassen{midden},chloride_klassen{hoog}
5421317,14075.00,368875.00,-12.75,1000,3000,5000
5421318,14075.00,368875.00,-12.25,0,3000,5000
5421319,14075.00,368875.00,-11.75,0,2000,5000
5421320,14075.00,368875.00,-11.25,0,0,1000
5421321,14075.00,368875.00,-10.75,0,0,0
5421322,14075.00,368875.00,-10.25,0,0,0
5421323,14075.00,368875.00,-9.75,0,0,0
5421324,14075.00,368875.00,-9.25,0,0,0
5421325,14075.00,368875.00,-8.75,0,0,0
5421326,14075.00,368875.00,-8.25,0,0,0
5421327,14075.00,368875.00,-7.75,0,0,0
5421328,14075.00,368875.00,-7.25,0,0,0
5421329,14075.00,368875.00,-6.75,0,0,0
5421330,14075.00,368875.00,-6.25,0,0,0
5421331,14075.00,368875.00,-5.75,0,0,0
5421332,14075.00,368875.00,-5.25,0,0,0
5421333,14075.00,368875.00,-4.75,0,0,0
5421334,14075.00,368875.00,-4.25,0,0,0
5421335,14075.00,368875.00,-3.75,0,0,0
5421336,14075.00,368875.00,-3.25,0,0,0
5421337,14075.00,368875.00,-2.75,0,0,0
5421338,14075.00,368875.00,-2.25,0,0,0
5421339,14075.00,368875.00,-1.75,0,0,0
5421340,14075.00,368875.00,-1.25,0,0,0
5421341,14075.00,368875.00,-0.75,0,0,0
5421342,14075.00,368875.00,-0.25,0,0,0
5421343,14075.00,368875.00,0.25,0,0,0
5421660,14075.00,368925.00,-36.25,0,0,0
5421661,14075.00,368925.00,-35.75,0,0,0
5421662,14075.00,368925.00,-35.25,0,0,0
5421663,14075.00,368925.00,-34.75,0,0,0
5421664,14075.00,368925.00,-34.25,0,0,0
5421665,14075.00,368925.00,-33.75,0,0,0
5421666,14075.00,368925.00,-33.25,0,0,0
5421667,14075.00,368925.00,-32.75,0,0,0
5421668,14075.00,368925.00,-32.25,0,0,300
5421669,14075.00,368925.00,-31.75,0,0,750
5421670,14075.00,368925.00,-31.25,0,0,750
5421671,14075.00,368925.00,-30.75,0,0,750
5421672,14075.00,368925.00,-30.25,0,0,750
5421673,14075.00,368925.00,-29.75,0,300,1000
5421674,14075.00,368925.00,-29.25,0,500,1500
5421675,14075.00,368925.00,-28.75,500,2000,3000
5421676,14075.00,368925.00,-28.25,750,2000,3000
5421677,14075.00,368925.00,-27.75,750,2000,3000
5421678,14075.00,368925.00,-27.25,750,2000,3000
5421679,14075.00,368925.00,-26.75,750,2000,3000
5421680,14075.00,368925.00,-26.25,1500,3000,3000
5421681,14075.00,368925.00,-25.75,3000,5000,7500
5421682,14075.00,368925.00,-25.25,5000,7500,10000
5421683,14075.00,368925.00,-24.75,5000,7500,10000
5421684,14075.00,368925.00,-24.25,5000,7500,10000
5421685,14075.00,368925.00,-23.75,5000,7500,10000
5421686,14075.00,368925.00,-23.25,5000,7500,10000
5421687,14075.00,368925.00,-22.75,10000,15000,15000
5421688,14075.00,368925.00,-22.25,10000,15000,15000
5421689,14075.00,368925.00,-21.75,10000,15000,15000
5421690,14075.00,368925.00,-21.25,10000,15000,15000
5421691,14075.00,368925.00,-20.75,10000,15000,15000
5421692,14075.00,368925.00,-20.25,15000,15000,15000
5421693,14075.00,368925.00,-19.75,10000,15000,15000
5421694,14075.00,368925.00,-19.25,10000,15000,15000
5421695,14075.00,368925.00,-18.75,10000,15000,15000
5421696,14075.00,368925.00,-18.25,10000,15000,15000
5421697,14075.00,368925.00,-17.75,10000,15000,15000
5421698,14075.00,368925.00,-17.25,10000,15000,15000
5421699,14075.00,368925.00,-16.75,10000,15000,15000
5421700,14075.00,368925.00,-16.25,10000,15000,15000
5421701,14075.00,368925.00,-15.75,10000,15000,15000
5421702,14075.00,368925.00,-15.25,10000,15000,15000
5421703,14075.00,368925.00,-14.75,10000,15000,15000
5421704,14075.00,368925.00,-14.25,7500,10000,15000
5421705,14075.00,368925.00,-13.75,7500,10000,15000
5421706,14075.00,368925.00,-13.25,3000,7500,10000
5421707,14075.00,368925.00,-12.75,1500,3000,5000
5421708,14075.00,368925.00,-12.25,0,3000,5000
5421709,14075.00,368925.00,-11.75,300,2000,5000
5421710,14075.00,368925.00,-11.25,0,500,1500
5421711,14075.00,368925.00,-10.75,0,0,0
5421712,14075.00,368925.00,-10.25,0,0,0
5421713,14075.00,368925.00,-9.75,0,0,0
5421714,14075.00,368925.00,-9.25,0,0,0
5421715,14075.00,368925.00,-8.75,0,0,0
5421716,14075.00,368925.00,-8.25,0,0,0
5421717,14075.00,368925.00,-7.75,0,0,0
5421718,14075.00,368925.00,-7.25,0,0,0
5421719,14075.00,368925.00,-6.75,0,0,0
5421720,14075.00,368925.00,-6.25,0,0,0
5421721,14075.00,368925.00,-5.75,0,0,0
5421722,14075.00,368925.00,-5.25,0,0,0
5421723,14075.00,368925.00,-4.75,0,0,0
5421724,14075.00,368925.00,-4.25,0,0,0
5421725,14075.00,368925.00,-3.75,0,0,0
5421726,14075.00,368925.00,-3.25,0,0,0
5421727,14075.00,368925.00,-2.75,0,0,0
5421728,14075.00,368925.00,-2.25,0,0,0
5421729,14075.00,368925.00,-1.75,0,0,0
5421730,14075.00,368925.00,-1.25,0,0,0
5421731,14075.00,368925.00,-0.75,0,0,0
5421732,14075.00,368925.00,-0.25,0,0,0
5421733,14075.00,368925.00,0.25,0,0,0
5422051,14075.00,368975.00,-35.75,0,0,0
5422052,14075.00,368975.00,-35.25,0,0,0
5422053,14075.00,368975.00,-34.75,0,0,0
5422054,14075.00,368975.00,-34.25,0,0,0
5422055,14075.00,368975.00,-33.75,0,0,0
5422056,14075.00,368975.00,-33.25,0,0,0
5422057,14075.00,368975.00,-32.75,0,0,0
5422058,14075.00,368975.00,-32.25,0,0,500
5422059,14075.00,368975.00,-31.75,0,150,1000
5422060,14075.00,368975.00,-31.25,0,150,1000
5422061,14075.00,368975.00,-30.75,0,150,1000
5422062,14075.00,368975.00,-30.25,0,150,1000
5422063,14075.00,368975.00,-29.75,0,150,1000
5422064,14075.00,368975.00,-29.25,0,500,1500
5422065,14075.00,368975.00,-28.75,500,2000,3000
5422066,14075.00,368975.00,-28.25,750,2000,3000
5422067,14075.00,368975.00,-27.75,750,2000,3000
5422068,14075.00,368975.00,-27.25,1500,3000,3000
5422069,14075.00,368975.00,-26.75,1500,3000,3000
5422070,14075.00,368975.00,-26.25,2000,3000,5000
5422071,14075.00,368975.00,-25.75,3000,5000,7500
5422072,14075.00,368975.00,-25.25,5000,7500,10000
5422073,14075.00,368975.00,-24.75,5000,7500,10000
5422074,14075.00,368975.00,-24.25,3000,5000,7500
5422075,14075.00,368975.00,-23.75,7500,7500,10000
5422076,14075.00,368975.00,-23.25,7500,10000,15000
5422077,14075.00,368975.00,-22.75,10000,15000,15000
5422078,14075.00,368975.00,-22.25,15000,15000,15000
5422079,14075.00,368975.00,-21.75,15000,15000,15000
5422080,14075.00,368975.00,-21.25,15000,15000,15000
5422081,14075.00,368975.00,-20.75,15000,15000,15000
5422082,14075.00,368975.00,-20.25,15000,15000,15000
5422083,14075.00,368975.00,-19.75,15000,15000,15000
5422084,14075.00,368975.00,-19.25,15000,15000,15000
5422085,14075.00,368975.00,-18.75,15000,15000,15000
5422086,14075.00,368975.00,-18.25,15000,15000,15000
5422087,14075.00,368975.00,-17.75,15000,15000,15000
5422088,14075.00,368975.00,-17.25,15000,15000,15000
5422089,14075.00,368975.00,-16.75,10000,15000,15000
5422090,14075.00,368975.00,-16.25,15000,15000,15000
5422091,14075.00,368975.00,-15.75,10000,15000,15000
5422092,14075.00,368975.00,-15.25,10000,15000,15000
5422093,14075.00,368975.00,-14.75,10000,15000,15000
5422094,14075.00,368975.00,-14.25,10000,15000,15000
5422095,14075.00,368975.00,-13.75,10000,10000,15000
5422096,14075.00,368975.00,-13.25,3000,5000,7500
5422097,14075.00,368975.00,-12.75,1500,5000,7500
5422098,14075.00,368975.00,-12.25,1250,3000,5000
5422099,14075.00,368975.00,-11.75,750,2000,5000
5422100,14075.00,368975.00,-11.25,0,500,1250
5422101,14075.00,368975.00,-10.75,0,0,150
5422102,14075.00,368975.00,-10.25,0,0,0
5422103,14075.00,368975.00,-9.75,0,0,0
5422104,14075.00,368975.00,-9.25,0,0,0
5422105,14075.00,368975.00,-8.75,0,0,0
5422106,14075.00,368975.00,-8.25,0,0,0
5422107,14075.00,368975.00,-7.75,0,0,0
5422108,14075.00,368975.00,-7.25,0,0,0
5422109,14075.00,368975.00,-6.75,0,0,0
5422110,14075.00,368975.00,-6.25,0,0,0
5422111,14075.00,368975.00,-5.75,0,0,0
5422112,14075.00,368975.00,-5.25,0,0,0
5422113,14075.00,368975.00,-4.75,0,0,0
5422114,14075.00,368975.00,-4.25,0,0,0
5422115,14075.00,368975.00,-3.75,0,0,0
5422116,14075.00,368975.00,-3.25,0,0,0
5422117,14075.00,368975.00,-2.75,0,0,0
5422118,14075.00,368975.00,-2.25,0,0,0
5422119,14075.00,368975.00,-1.75,0,0,0
5422120,14075.00,368975.00,-1.25,0,0,0
5422121,14075.00,368975.00,-0.75,0,0,0
5422122,14075.00,368975.00,-0.25,0,0,0
5422123,14075.00,368975.00,0.25,0,0,0
5422442,14075.00,369025.00,-35.25,0,0,0
5422443,14075.00,369025.00,-34.75,0,0,0
5422444,14075.00,369025.00,-34.25,0,0,0
5422445,14075.00,369025.00,-33.75,0,0,0
5422446,14075.00,369025.00,-33.25,0,0,0
5422447,14075.00,369025.00,-32.75,0,0,0
5422448,14075.00,369025.00,-32.25,0,0,300
5422449,14075.00,369025.00,-31.75,0,150,750
5422450,14075.00,369025.00,-31.25,0,150,1000
5422451,14075.00,369025.00,-30.75,0,150,1000
5422452,14075.00,369025.00,-30.25,0,500,1250
5422453,14075.00,369025.00,-29.75,0,500,1250
5422454,14075.00,369025.00,-29.25,0,750,1500
5422455,14075.00,369025.00,-28.75,300,2000,3000
5422456,14075.00,369025.00,-28.25,750,2000,3000
5422457,14075.00,369025.00,-27.75,750,2000,3000
5422458,14075.00,369025.00,-27.25,1000,2000,3000
5422459,14075.00,369025.00,-26.75,1500,3000,3000
5422460,14075.00,369025.00,-26.25,2000,3000,5000
5422461,14075.00,369025.00,-25.75,3000,7500,7500
5422462,14075.00,369025.00,-25.25,5000,7500,10000
5422463,14075.00,369025.00,-24.75,5000,7500,10000
5422464,14075.00,369025.00,-24.25,3000,7500,7500
5422465,14075.00,369025.00,-23.75,7500,10000,15000
5422466,14075.00,369025.00,-23.25,7500,10000,15000
5422467,14075.00,369025.00,-22.75,10000,15000,15000
5422468,14075.00,369025.00,-22.25,15000,15000,15000
5422469,14075.00,369025.00,-21.75,15000,15000,15000
5422470,14075.00,369025.00,-21.25,15000,15000,15000
5422471,14075.00,369025.00,-20.75,15000,15000,15000
5422472,14075.00,369025.00,-20.25,15000,15000,15000
5422473,14075.00,369025.00,-19.75,15000,15000,15000
5422474,14075.00,369025.00,-19.25,15000,15000,15000
5422475,14075.00,369025.00,-18.75,15000,15000,15000
5422476,14075.00,369025.00,-18.25,15000,15000,15000
5422477,14075.00,369025.00,-17.75,15000,15000,15000
5422478,14075.00,369025.00,-17.25,10000,15000,15000
5422479,14075.00,369025.00,-16.75,10000,15000,15000
5422480,14075.00,369025.00,-16.25,10000,15000,15000
5422481,14075.00,369025.00,-15.75,10000,15000,15000
5422482,14075.00,369025.00,-15.25,10000,15000,15000
5422483,14075.00,369025.00,-14.75,10000,15000,15000
5422484,14075.00,369025.00,-14.25,10000,15000,15000
5422485,14075.00,369025.00,-13.75,10000,10000,15000
5422486,14075.00,369025.00,-13.25,3000,5000,10000
5422487,14075.00,369025.00,-12.75,2000,5000,7500
5422488,14075.00,369025.00,-12.25,3000,5000,5000
5422489,14075.00,369025.00,-11.75,1000,2000,5000
5422490,14075.00,369025.00,-11.25,0,500,1500
5422491,14075.00,369025.00,-10.75,0,0,300
5422492,14075.00,369025.00,-10.25,0,0,0
5422493,14075.00,369025.00,-9.75,0,0,0
5422494,14075.00,369025.00,-9.25,0,0,0
5422495,14075.00,369025.00,-8.75,0,0,0
5422496,14075.00,369025.00,-8.25,0,0,0
5422497,14075.00,369025.00,-7.75,0,0,0
5422498,14075.00,369025.00,-7.25,0,0,0
5422499,14075.00,369025.00,-6.75,0,0,0
5422500,14075.00,369025.00,-6.25,0,0,0
5422501,14075.00,369025.00,-5.75,0,0,0
5422502,14075.00,369025.00,-5.25,0,0,0
5422503,14075.00,369025.00,-4.75,0,0,0
5422504,14075.00,369025.00,-4.25,0,0,0
5422505,14075.00,369025.00,-3.75,0,0,0
5422506,14075.00,369025.00,-3.25,0,0,0
5422507,14075.00,369025.00,-2.75,0,0,0
5422508,14075.00,369025.00,-2.25,0,0,0
5422509,14075.00,369025.00,-1.75,0,0,0
5422510,14075.00,369025.00,-1.25,0,0,0
5422511,14075.00,369025.00,-0.75,0,0,0
5422512,14075.00,369025.00,-0.25,0,0,0
5422513,14075.00,369025.00,0.25,0,0,0
5422832,14075.00,369075.00,-35.25,0,0,0
5422833,14075.00,369075.00,-34.75,0,0,0
5422834,14075.00,369075.00,-34.25,0,0,0
5422835,14075.00,369075.00,-33.75,0,0,0
5422836,14075.00,369075.00,-33.25,0,0,0
5422837,14075.00,369075.00,-32.75,0,0,0
5422838,14075.00,369075.00,-32.25,0,0,300
5422839,14075.00,369075.00,-31.75,0,150,750
5422840,14075.00,369075.00,-31.25,0,150,1000
5422841,14075.00,369075.00,-30.75,0,150,1000
5422842,14075.00,369075.00,-30.25,0,300,1000
5422843,14075.00,369075.00,-29.75,0,150,1000
5422844,14075.00,369075.00,-29.25,0,750,1500
5422845,14075.00,369075.00,-28.75,500,2000,3000
5422846,14075.00,369075.00,-28.25,750,2000,3000
5422847,14075.00,369075.00,-27.75,1500,3000,3000
5422848,14075.00,369075.00,-27.25,1500,3000,3000
5422849,14075.00,369075.00,-26.75,1250,2000,3000
5422850,14075.00,369075.00,-26.25,1500,3000,5000
5422851,14075.00,369075.00,-25.75,3000,7500,10000
5422852,14075.00,369075.00,-25.25,5000,7500,10000
5422853,14075.00,369075.00,-24.75,5000,7500,10000
5422854,14075.00,369075.00,-24.25,7500,7500,10000
5422855,14075.00,369075.00,-23.75,5000,7500,10000
5422856,14075.00,369075.00,-23.25,7500,10000,15000
5422857,14075.00,369075.00,-22.75,10000,15000,15000
5422858,14075.00,369075.00,-22.25,15000,15000,15000
5422859,14075.00,369075.00,-21.75,10000,15000,15000
5422860,14075.00,369075.00,-21.25,15000,15000,15000
5422861,14075.00,369075.00,-20.75,15000,15000,15000
5422862,14075.00,369075.00,-20.25,15000,15000,15000
5422863,14075.00,369075.00,-19.75,15000,15000,15000
5422864,14075.00,369075.00,-19.25,15000,15000,15000
5422865,14075.00,369075.00,-18.75,15000,15000,15000
5422866,14075.00,369075.00,-18.25,15000,15000,15000
5422867,14075.00,369075.00,-17.75,10000,15000,15000
5422868,14075.00,369075.00,-17.25,10000,15000,15000
5422869,14075.00,369075.00,-16.75,10000,15000,15000
5422870,14075.00,369075.00,-16.25,10000,15000,15000
5422871,14075.00,369075.00,-15.75,10000,15000,15000
5422872,14075.00,369075.00,-15.25,10000,15000,15000
5422873,14075.00,369075.00,-14.75,10000,15000,15000
5422874,14075.00,369075.00,-14.25,10000,15000,15000
5422875,14075.00,369075.00,-13.75,5000,10000,15000
5422876,14075.00,369075.00,-13.25,3000,5000,10000
5422877,14075.00,369075.00,-12.75,3000,5000,7500
5422878,14075.00,369075.00,-12.25,2000,5000,5000
5422879,14075.00,369075.00,-11.75,1500,3000,5000
5422880,14075.00,369075.00,-11.25,0,300,1250
5422881,14075.00,369075.00,-10.75,0,0,300
5422882,14075.00,369075.00,-10.25,0,0,0
5422883,14075.00,369075.00,-9.75,0,0,0
5422884,14075.00,369075.00,-9.25,0,0,0
5422885,14075.00,369075.00,-8.75,0,0,0
5422886,14075.00,369075.00,-8.25,0,0,0
5422887,14075.00,369075.00,-7.75,0,0,0
5422888,14075.00,369075.00,-7.25,0,0,0
5422889,14075.00,369075.00,-6.75,0,0,0
5422890,14075.00,369075.00,-6.25,0,0,0
5422891,14075.00,369075.00,-5.75,0,0,0
5422892,14075.00,369075.00,-5.25,0,0,0
5422893,14075.00,369075.00,-4.75,0,0,0
5422894,14075.00,369075.00,-4.25,0,0,0
5422895,14075.00,369075.00,-3.75,0,0,0
5422896,14075.00,369075.00,-3.25,0,0,0
5422897,14075.00,369075.00,-2.75,0,0,0
5422898,14075.00,369075.00,-2.25,0,0,0
5422899,14075.00,369075.00,-1.75,0,0,0
5422900,14075.00,369075.00,-1.25,0,0,0
5422901,14075.00,369075.00,-0.75,0,0,0
5422902,14075.00,369075.00,-0.25,0,0,0
5422903,14075.00,369075.00,0.25,0,0,0
5423222,14075.00,369125.00,-35.25,0,0,0
5423223,14075.00,369125.00,-34.75,0,0,0
5423224,14075.00,369125.00,-34.25,0,0,0
5423225,14075.00,369125.00,-33.75,0,0,0
5423226,14075.00,369125.00,-33.25,0,0,0
5423227,14075.00,369125.00,-32.75,0,0,0
5423228,14075.00,369125.00,-32.25,0,0,300
5423229,14075.00,369125.00,-31.75,0,0,750
5423230,14075.00,369125.00,-31.25,0,0,1000
5423231,14075.00,369125.00,-30.75,0,0,1000
5423232,14075.00,369125.00,-30.25,0,300,1000
5423233,14075.00,369125.00,-29.75,0,300,1000
5423234,14075.00,369125.00,-29.25,0,500,1500
5423235,14075.00,369125.00,-28.75,300,2000,3000
5423236,14075.00,369125.00,-28.25,300,2000,3000
5423237,14075.00,369125.00,-27.75,300,2000,3000
5423238,14075.00,369125.00,-27.25,750,2000,3000
5423239,14075.00,369125.00,-26.75,1500,3000,3000
5423240,14075.00,369125.00,-26.25,2000,3000,5000
5423241,14075.00,369125.00,-25.75,3000,5000,7500
5423242,14075.00,369125.00,-25.25,5000,7500,10000
5423243,14075.00,369125.00,-24.75,5000,7500,10000
5423244,14075.00,369125.00,-24.25,3000,7500,10000
5423245,14075.00,369125.00,-23.75,5000,7500,10000
5423246,14075.00,369125.00,-23.25,7500,10000,15000
5423247,14075.00,369125.00,-22.75,10000,15000,15000
5423248,14075.00,369125.00,-22.25,10000,15000,15000
5423249,14075.00,369125.00,-21.75,10000,15000,15000
5423250,14075.00,369125.00,-21.25,10000,15000,15000
5423251,14075.00,369125.00,-20.75,15000,15000,15000
5423252,14075.00,369125.00,-20.25,15000,15000,15000
5423253,14075.00,369125.00,-19.75,15000,15000,15000
5423254,14075.00,369125.00,-19.25,15000,15000,15000
5423255,14075.00,369125.00,-18.75,15000,15000,15000
5423256,14075.00,369125.00,-18.25,15000,15000,15000
5423257,14075.00,369125.00,-17.75,15000,15000,15000
5423258,14075.00,369125.00,-17.25,10000,15000,15000
5423259,14075.00,369125.00,-16.75,10000,15000,15000
5423260,14075.00,369125.00,-16.25,10000,15000,15000
5423261,14075.00,369125.00,-15.75,10000,15000,15000
5423262,14075.00,369125.00,-15.25,10000,15000,15000
5423263,14075.00,369125.00,-14.75,10000,15000,15000
5423264,14075.00,369125.00,-14.25,10000,15000,15000
5423265,14075.00,369125.00,-13.75,10000,15000,15000
5423266,14075.00,369125.00,-13.25,3000,5000,7500
5423267,14075.00,369125.00,-12.75,3000,5000,5000
5423268,14075.00,369125.00,-12.25,3000,5000,5000
5423269,14075.00,369125.00,-11.75,2000,3000,5000
5423270,14075.00,369125.00,-11.25,0,300,1250
5423271,14075.00,369125.00,-10.75,0,0,300
5423272,14075.00,369125.00,-10.25,0,0,0
5423273,14075.00,369125.00,-9.75,0,0,0
5423274,14075.00,369125.00,-9.25,0,0,0
5423275,14075.00,369125.00,-8.75,0,0,0
5423276,14075.00,369125.00,-8.25,0,0,0
5423277,14075.00,369125.00,-7.75,0,0,0
5423278,14075.00,369125.00,-7.25,0,0,0
5423279,14075.00,369125.00,-6.75,0,0,0
5423280,14075.00,369125.00,-6.25,0,0,0
5423281,14075.00,369125.00,-5.75,0,0,0
5423282,14075.00,369125.00,-5.25,0,0,0
5423283,14075.00,369125.00,-4.75,0,0,0
5423284,14075.00,369125.00,-4.25,0,0,0
5423285,14075.00,369125.00,-3.75,0,0,0
5423286,14075.00,369125.00,-3.25,0,0,0
5423287,14075.00,369125.00,-2.75,0,0,0
5423288,14075.00,369125.00,-2.25,0,0,0
5423289,14075.00,369125.00,-1.75,0,0,0
5423290,14075.00,369125.00,-1.25,0,0,0
5423291,14075.00,369125.00,-0.75,0,0,0
5423292,14075.00,369125.00,-0.25,0,0,0
5423293,14075.00,369125.00,0.25,0,0,0
5423294,14075.00,369125.00,0.75,0,0,0
5423612,14075.00,369175.00,-35.25,0,0,0
5423613,14075.00,369175.00,-34.75,0,0,0
5423614,14075.00,369175.00,-34.25,0,0,0
5423615,14075.00,369175.00,-33.75,0,0,0
5423616,14075.00,369175.00,-33.25,0,0,0
5423617,14075.00,369175.00,-32.75,0,0,0
5423618,14075.00,369175.00,-32.25,0,0,300
5423619,14075.00,369175.00,-31.75,0,0,750
5423620,14075.00,369175.00,-31.25,0,0,1000
5423621,14075.00,369175.00,-30.75,0,150,1000
5423622,14075.00,369175.00,-30.25,0,150,1000
5423623,14075.00,369175.00,-29.75,0,150,1000
5423624,14075.00,369175.00,-29.25,0,500,1500
5423625,14075.00,369175.00,-28.75,500,2000,3000
5423626,14075.00,369175.00,-28.25,750,2000,3000
5423627,14075.00,369175.00,-27.75,1000,2000,3000
5423628,14075.00,369175.00,-27.25,1000,2000,3000
5423629,14075.00,369175.00,-26.75,1000,2000,3000
5423630,14075.00,369175.00,-26.25,2000,3000,5000
5423631,14075.00,369175.00,-25.75,5000,7500,10000
5423632,14075.00,369175.00,-25.25,5000,7500,10000
5423633,14075.00,369175.00,-24.75,5000,7500,10000
5423634,14075.00,369175.00,-24.25,5000,7500,10000
5423635,14075.00,369175.00,-23.75,5000,7500,10000
5423636,14075.00,369175.00,-23.25,7500,10000,15000
5423637,14075.00,369175.00,-22.75,10000,15000,15000
5423638,14075.00,369175.00,-22.25,15000,15000,15000
5423639,14075.00,369175.00,-21.75,15000,15000,15000
5423640,14075.00,369175.00,-21.25,15000,15000,15000
5423641,14075.00,369175.00,-20.75,15000,15000,15000
5423642,14075.00,369175.00,-20.25,15000,15000,15000
5423643,14075.00,369175.00,-19.75,15000,15000,15000
5423644,14075.00,369175.00,-19.25,10000,15000,15000
5423645,14075.00,369175.00,-18.75,10000,15000,15000
5423646,14075.00,369175.00,-18.25,10000,15000,15000
5423647,14075.00,369175.00,-17.75,15000,15000,15000
5423648,14075.00,369175.00,-17.25,10000,15000,15000
5423649,14075.00,369175.00,-16.75,10000,15000,15000
5423650,14075.00,369175.00,-16.25,10000,15000,15000
5423651,14075.00,369175.00,-15.75,10000,15000,15000
5423652,14075.00,369175.00,-15.25,10000,15000,15000
5423653,14075.00,369175.00,-14.75,7500,15000,15000
5423654,14075.00,369175.00,-14.25,7500,15000,15000
5423655,14075.00,369175.00,-13.75,5000,10000,15000
5423656,14075.00,369175.00,-13.25,3000,5000,10000
5423657,14075.00,369175.00,-12.75,2000,5000,7500
5423658,14075.00,369175.00,-12.25,750,3000,5000
5423659,14075.00,369175.00,-11.75,0,2000,5000
5423660,14075.00,369175.00,-11.25,0,300,1250
5423661,14075.00,369175.00,-10.75,0,0,150
5423662,14075.00,369175.00,-10.25,0,0,0
5423663,14075.00,369175.00,-9.75,0,0,0
5423664,14075.00,369175.00,-9.25,0,0,0
5423665,14075.00,369175.00,-8.75,0,0,0
5423666,14075.00,369175.00,-8.25,0,0,0
5423667,14075.00,369175.00,-7.75,0,0,0
5423668,14075.00,369175.00,-7.25,0,0,0
5423669,14075.00,369175.00,-6.75,0,0,0
5423670,14075.00,369175.00,-6.25,0,0,0
5423671,14075.00,369175.00,-5.75,0,0,0
5423672,14075.00,369175.00,-5.25,0,0,0
5423673,14075.00,369175.00,-4.75,0,0,0
5423674,14075.00,369175.00,-4.25,0,0,0
5423675,14075.00,369175.00,-3.75,0,0,0
5423676,14075.00,369175.00,-3.25,0,0,0
5423677,14075.00,369175.00,-2.75,0,0,0
5423678,14075.00,369175.00,-2.25,0,0,0
5423679,14075.00,369175.00,-1.75,0,0,0
5423680,14075.00,369175.00,-1.25,0,0,0
5423681,14075.00,369175.00,-0.75,0,0,0
5423682,14075.00,369175.00,-0.25,0,0,0
5423683,14075.00,369175.00,0.25,0,0,0
5423684,14075.00,369175.00,0.75,0,0,0
5424002,14075.00,369225.00,-35.25,0,0,0
5424003,14075.00,369225.00,-34.75,0,0,0
5424004,14075.00,369225.00,-34.25,0,0,0
5424005,14075.00,369225.00,-33.75,0,0,0
5424006,14075.00,369225.00,-33.25,0,0,0
5424007,14075.00,369225.00,-32.75,0,0,0
5424008,14075.00,369225.00,-32.25,0,0,300
5424009,14075.00,369225.00,-31.75,0,0,500
5424010,14075.00,369225.00,-31.25,0,150,1000
5424011,14075.00,369225.00,-30.75,0,0,1000
5424012,14075.00,369225.00,-30.25,0,0,1000
5424013,14075.00,369225.00,-29.75,0,0,1000
5424014,14075.00,369225.00,-29.25,0,750,1500
5424015,14075.00,369225.00,-28.75,750,2000,3000
5424016,14075.00,369225.00,-28.25,1000,2000,3000
5424017,14075.00,369225.00,-27.75,1000,2000,3000
5424018,14075.00,369225.00,-27.25,1000,2000,3000
5424019,14075.00,369225.00,-26.75,750,2000,3000
5424020,14075.00,369225.00,-26.25,3000,3000,5000
5424021,14075.00,369225.00,-25.75,5000,7500,7500
5424022,14075.00,369225.00,-25.25,5000,7500,10000
5424023,14075.00,369225.00,-24.75,5000,7500,10000
5424024,14075.00,369225.00,-24.25,5000,7500,10000
5424025,14075.00,369225.00,-23.75,5000,7500,7500
5424026,14075.00,369225.00,-23.25,7500,10000,15000
5424027,14075.00,369225.00,-22.75,10000,15000,15000
5424028,14075.00,369225.00,-22.25,15000,15000,15000
5424029,14075.00,369225.00,-21.75,15000,15000,15000
5424030,14075.00,369225.00,-21.25,15000,15000,15000
5424031,14075.00,369225.00,-20.75,15000,15000,15000
5424032,14075.00,369225.00,-20.25,15000,15000,15000
5424033,14075.00,369225.00,-19.75,10000,15000,15000
5424034,14075.00,369225.00,-19.25,10000,15000,15000
5424035,14075.00,369225.00,-18.75,10000,15000,15000
5424036,14075.00,369225.00,-18.25,10000,15000,15000
5424037,14075.00,369225.00,-17.75,10000,15000,15000
5424038,14075.00,369225.00,-17.25,10000,15000,15000
5424039,14075.00,369225.00,-16.75,10000,15000,15000
5424040,14075.00,369225.00,-16.25,10000,15000,15000
5424041,14075.00,369225.00,-15.75,10000,15000,15000
5424042,14075.00,369225.00,-15.25,10000,15000,15000
5424043,14075.00,369225.00,-14.75,5000,10000,15000
5424044,14075.00,369225.00,-14.25,3000,10000,15000
5424045,14075.00,369225.00,-13.75,3000,10000,15000
5424046,14075.00,369225.00,-13.25,2000,5000,7500
5424047,14075.00,369225.00,-12.75,2000,5000,5000
5424048,14075.00,369225.00,-12.25,0,3000,5000
5424049,14075.00,369225.00,-11.75,0,2000,5000
5424050,14075.00,369225.00,-11.25,0,150,1250
5424051,14075.00,369225.00,-10.75,0,0,0
5424052,14075.00,369225.00,-10.25,0,0,0
5424053,14075.00,369225.00,-9.75,0,0,0
5424054,14075.00,369225.00,-9.25,0,0,0
5424055,14075.00,369225.00,-8.75,0,0,0
5424056,14075.00,369225.00,-8.25,0,0,0
5424057,14075.00,369225.00,-7.75,0,0,0
5424058,14075.00,369225.00,-7.25,0,0,0
5424059,14075.00,369225.00,-6.75,0,0,0
5424060,14075.00,369225.00,-6.25,0,0,0
5424061,14075.00,369225.00,-5.75,0,0,0
5424062,14075.00,369225.00,-5.25,0,0,0
5424063,14075.00,369225.00,-4.75,0,0,0
