SN+ Sample Number (READONLY)+,XG+ Gravity Center+,YG+ Gravity Center+,ZG+ Gravity Center+,chloride_klassen{laag},chloride_klassen{midden},chloride_klassen{hoog}
3014220,13825.00,371025.00,-21.25,3000,5000,7500
3014221,13825.00,371025.00,-20.75,3000,5000,7500
3014222,13825.00,371025.00,-20.25,3000,5000,5000
3014223,13825.00,371025.00,-19.75,3000,5000,5000
3014224,13825.00,371025.00,-19.25,3000,5000,5000
3014225,13825.00,371025.00,-18.75,2000,3000,5000
3014226,13825.00,371025.00,-18.25,2000,3000,5000
3014227,13825.00,371025.00,-17.75,1500,3000,5000
3014228,13825.00,371025.00,-17.25,1250,3000,5000
3014229,13825.00,371025.00,-16.75,1500,3000,5000
3014230,13825.00,371025.00,-16.25,1500,3000,3000
3014231,13825.00,371025.00,-15.75,1250,3000,3000
3014232,13825.00,371025.00,-15.25,1000,3000,3000
3014233,13825.00,371025.00,-14.75,1250,3000,3000
3014234,13825.00,371025.00,-14.25,1250,3000,3000
3014235,13825.00,371025.00,-13.75,1000,3000,3000
3014236,13825.00,371025.00,-13.25,750,2000,3000
3014237,13825.00,371025.00,-12.75,150,2000,3000
3014238,13825.00,371025.00,-12.25,150,1500,3000
3014239,13825.00,371025.00,-11.75,0,1500,3000
3014240,13825.00,371025.00,-11.25,0,1250,3000
3014241,13825.00,371025.00,-10.75,0,1000,2000
3014242,13825.00,371025.00,-10.25,0,1000,2000
3014243,13825.00,371025.00,-9.75,0,1000,2000
3014244,13825.00,371025.00,-9.25,0,500,2000
3014245,13825.00,371025.00,-8.75,0,300,1500
3014246,13825.00,371025.00,-8.25,0,300,1250
3014247,13825.00,371025.00,-7.75,0,150,1000
3014248,13825.00,371025.00,-7.25,0,0,300
3014249,13825.00,371025.00,-6.75,0,0,0
3014250,13825.00,371025.00,-6.25,0,0,0
3014251,13825.00,371025.00,-5.75,0,0,0
3014252,13825.00,371025.00,-5.25,0,0,0
3014253,13825.00,371025.00,-4.75,0,0,0
3014254,13825.00,371025.00,-4.25,0,0,0
3014255,13825.00,371025.00,-3.75,0,0,0
3014256,13825.00,371025.00,-3.25,0,0,0
3014257,13825.00,371025.00,-2.75,0,0,0
3014258,13825.00,371025.00,-2.25,0,0,0
3014259,13825.00,371025.00,-1.75,0,0,0
3014260,13825.00,371025.00,-1.25,0,0,0
3014261,13825.00,371025.00,-0.75,0,0,0
3014262,13825.00,371025.00,-0.25,0,0,0
3014263,13825.00,371025.00,0.25,0,0,0
3014264,13825.00,371025.00,0.75,0,0,0
3014572,13825.00,371075.00,-40.25,0,0,0
3014573,13825.00,371075.00,-39.75,0,0,0
3014574,13825.00,371075.00,-39.25,0,0,0
3014575,13825.00,371075.00,-38.75,0,0,150
3014576,13825.00,371075.00,-38.25,0,0,300
3014577,13825.00,371075.00,-37.75,0,0,300
3014578,13825.00,371075.00,-37.25,0,0,500
3014579,13825.00,371075.00,-36.75,0,0,500
3014580,13825.00,371075.00,-36.25,0,0,500
3014581,13825.00,371075.00,-35.75,0,0,750
3014582,13825.00,371075.00,-35.25,0,0,1000
3014583,13825.00,371075.00,-34.75,0,0,1000
3014584,13825.00,371075.00,-34.25,0,150,1250
3014585,13825.00,371075.00,-33.75,0,500,1500
3014586,13825.00,371075.00,-33.25,150,1000,2000
3014587,13825.00,371075.00,-32.75,150,1000,2000
3014588,13825.00,371075.00,-32.25,500,1250,2000
3014589,13825.00,371075.00,-31.75,300,1250,2000
3014590,13825.00,371075.00,-31.25,300,1250,2000
3014591,13825.00,371075.00,-30.75,150,1000,2000
3014592,13825.00,371075.00,-30.25,300,1500,2000
3014593,13825.00,371075.00,-29.75,500,1500,3000
3014594,13825.00,371075.00,-29.25,750,2000,3000
3014595,13825.00,371075.00,-28.75,750,2000,3000
3014596,13825.00,371075.00,-28.25,750,2000,3000
3014597,13825.00,371075.00,-27.75,500,1500,3000
3014598,13825.00,371075.00,-27.25,750,2000,3000
3014599,13825.00,371075.00,-26.75,1000,2000,3000
3014600,13825.00,371075.00,-26.25,1500,3000,5000
3014601,13825.00,371075.00,-25.75,2000,3000,5000
3014602,13825.00,371075.00,-25.25,2000,3000,5000
3014603,13825.00,371075.00,-24.75,2000,3000,5000
3014604,13825.00,371075.00,-24.25,3000,5000,5000
3014605,13825.00,371075.00,-23.75,3000,5000,7500
3014606,13825.00,371075.00,-23.25,5000,5000,7500
3014607,13825.00,371075.00,-22.75,5000,7500,7500
3014608,13825.00,371075.00,-22.25,5000,7500,7500
3014609,13825.00,371075.00,-21.75,5000,5000,7500
3014610,13825.00,371075.00,-21.25,5000,5000,7500
3014611,13825.00,371075.00,-20.75,5000,5000,7500
3014612,13825.00,371075.00,-20.25,3000,5000,7500
3014613,13825.00,371075.00,-19.75,3000,5000,5000
3014614,13825.00,371075.00,-19.25,3000,5000,5000
3014615,13825.00,371075.00,-18.75,3000,3000,5000
3014616,13825.00,371075.00,-18.25,2000,3000,5000
3014617,13825.00,371075.00,-17.75,2000,3000,5000
3014618,13825.00,371075.00,-17.25,2000,3000,5000
3014619,13825.00,371075.00,-16.75,2000,3000,5000
3014620,13825.00,371075.00,-16.25,1500,3000,5000
3014621,13825.00,371075.00,-15.75,0,3000,3000
3014622,13825.00,371075.00,-15.25,0,3000,3000
3014623,13825.00,371075.00,-14.75,0,3000,3000
3014624,13825.00,371075.00,-14.25,0,3000,3000
3014625,13825.00,371075.00,-13.75,0,3000,3000
3014626,13825.00,371075.00,-13.25,0,2000,3000
3014627,13825.00,371075.00,-12.75,0,1500,3000
3014628,13825.00,371075.00,-12.25,0,1500,3000
3014629,13825.00,371075.00,-11.75,0,1500,3000
3014630,13825.00,371075.00,-11.25,0,1250,2000
3014631,13825.00,371075.00,-10.75,0,1000,2000
3014632,13825.00,371075.00,-10.25,0,1000,2000
3014633,13825.00,371075.00,-9.75,0,1000,2000
3014634,13825.00,371075.00,-9.25,0,500,2000
3014635,13825.00,371075.00,-8.75,0,150,1250
3014636,13825.00,371075.00,-8.25,0,150,1250
3014637,13825.00,371075.00,-7.75,0,150,1000
3014638,13825.00,371075.00,-7.25,0,0,150
3014639,13825.00,371075.00,-6.75,0,0,0
3014640,13825.00,371075.00,-6.25,0,0,0
3014641,13825.00,371075.00,-5.75,0,0,0
3014642,13825.00,371075.00,-5.25,0,0,0
3014643,13825.00,371075.00,-4.75,0,0,0
3014644,13825.00,371075.00,-4.25,0,0,0
3014645,13825.00,371075.00,-3.75,0,0,0
3014646,13825.00,371075.00,-3.25,0,0,0
3014647,13825.00,371075.00,-2.75,0,0,0
3014648,13825.00,371075.00,-2.25,0,0,0
3014649,13825.00,371075.00,-1.75,0,0,0
3014650,13825.00,371075.00,-1.25,0,0,0
3014651,13825.00,371075.00,-0.75,0,0,0
3014652,13825.00,371075.00,-0.25,0,0,0
3014653,13825.00,371075.00,0.25,0,0,0
3014654,13825.00,371075.00,0.75,0,0,0
3014960,13825.00,371125.00,-41.25,0,0,0
3014961,13825.00,371125.00,-40.75,0,0,0
3014962,13825.00,371125.00,-40.25,0,0,0
3014963,13825.00,371125.00,-39.75,0,0,0
3014964,13825.00,371125.00,-39.25,0,0,150
3014965,13825.00,371125.00,-38.75,0,0,300
3014966,13825.00,371125.00,-38.25,0,0,300
3014967,13825.00,371125.00,-37.75,0,0,300
3014968,13825.00,371125.00,-37.25,0,0,750
3014969,13825.00,371125.00,-36.75,0,0,500
3014970,13825.00,371125.00,-36.25,0,0,750
3014971,13825.00,371125.00,-35.75,0,0,1000
3014972,13825.00,371125.00,-35.25,0,0,1000
3014973,13825.00,371125.00,-34.75,0,0,1250
3014974,13825.00,371125.00,-34.25,0,300,1500
3014975,13825.00,371125.00,-33.75,0,500,1500
3014976,13825.00,371125.00,-33.25,0,750,1500
3014977,13825.00,371125.00,-32.75,150,1000,2000
3014978,13825.00,371125.00,-32.25,500,1250,2000
3014979,13825.00,371125.00,-31.75,500,1500,2000
3014980,13825.00,371125.00,-31.25,500,1500,2000
3014981,13825.00,371125.00,-30.75,500,1500,2000
3014982,13825.00,371125.00,-30.25,500,1500,2000
3014983,13825.00,371125.00,-29.75,500,1500,3000
3014984,13825.00,371125.00,-29.25,500,1500,3000
3014985,13825.00,371125.00,-28.75,500,1500,3000
3014986,13825.00,371125.00,-28.25,750,2000,3000
3014987,13825.00,371125.00,-27.75,1000,2000,3000
3014988,13825.00,371125.00,-27.25,1250,2000,3000
3014989,13825.00,371125.00,-26.75,1500,3000,5000
3014990,13825.00,371125.00,-26.25,2000,3000,5000
3014991,13825.00,371125.00,-25.75,2000,3000,5000
3014992,13825.00,371125.00,-25.25,2000,3000,5000
3014993,13825.00,371125.00,-24.75,2000,3000,5000
3014994,13825.00,371125.00,-24.25,3000,5000,5000
3014995,13825.00,371125.00,-23.75,3000,5000,5000
3014996,13825.00,371125.00,-23.25,3000,5000,7500
3014997,13825.00,371125.00,-22.75,3000,5000,7500
3014998,13825.00,371125.00,-22.25,3000,5000,7500
3014999,13825.00,371125.00,-21.75,3000,5000,7500
3015000,13825.00,371125.00,-21.25,3000,5000,7500
3015001,13825.00,371125.00,-20.75,3000,5000,7500
3015002,13825.00,371125.00,-20.25,3000,5000,5000
3015003,13825.00,371125.00,-19.75,3000,5000,5000
3015004,13825.00,371125.00,-19.25,2000,3000,5000
3015005,13825.00,371125.00,-18.75,2000,3000,5000
3015006,13825.00,371125.00,-18.25,1500,3000,5000
3015007,13825.00,371125.00,-17.75,1500,3000,5000
3015008,13825.00,371125.00,-17.25,1250,3000,3000
3015009,13825.00,371125.00,-16.75,1000,3000,3000
3015010,13825.00,371125.00,-16.25,500,2000,3000
3015011,13825.00,371125.00,-15.75,0,2000,3000
3015012,13825.00,371125.00,-15.25,0,2000,3000
3015013,13825.00,371125.00,-14.75,0,2000,3000
3015014,13825.00,371125.00,-14.25,0,2000,3000
3015015,13825.00,371125.00,-13.75,0,2000,3000
3015016,13825.00,371125.00,-13.25,0,2000,3000
3015017,13825.00,371125.00,-12.75,0,1500,3000
3015018,13825.00,371125.00,-12.25,0,1500,3000
3015019,13825.00,371125.00,-11.75,0,1500,3000
3015020,13825.00,371125.00,-11.25,0,1000,2000
3015021,13825.00,371125.00,-10.75,0,750,2000
3015022,13825.00,371125.00,-10.25,0,500,2000
3015023,13825.00,371125.00,-9.75,0,500,2000
3015024,13825.00,371125.00,-9.25,0,300,2000
3015025,13825.00,371125.00,-8.75,0,150,1250
3015026,13825.00,371125.00,-8.25,0,150,1000
3015027,13825.00,371125.00,-7.75,0,150,750
3015028,13825.00,371125.00,-7.25,0,0,150
3015029,13825.00,371125.00,-6.75,0,0,0
3015030,13825.00,371125.00,-6.25,0,0,0
3015031,13825.00,371125.00,-5.75,0,0,0
3015032,13825.00,371125.00,-5.25,0,0,0
3015033,13825.00,371125.00,-4.75,0,0,0
3015034,13825.00,371125.00,-4.25,0,0,0
3015035,13825.00,371125.00,-3.75,0,0,0
3015036,13825.00,371125.00,-3.25,0,0,0
3015037,13825.00,371125.00,-2.75,0,0,0
3015038,13825.00,371125.00,-2.25,0,0,0
3015039,13825.00,371125.00,-1.75,0,0,0
3015040,13825.00,371125.00,-1.25,0,0,0
3015041,13825.00,371125.00,-0.75,0,0,0
3015042,13825.00,371125.00,-0.25,0,0,0
3015043,13825.00,371125.00,0.25,0,0,0
3015044,13825.00,371125.00,0.75,0,0,0
3015349,13825.00,371175.00,-41.75,0,0,0
3015350,13825.00,371175.00,-41.25,0,0,0
3015351,13825.00,371175.00,-40.75,0,0,0
3015352,13825.00,371175.00,-40.25,0,0,0
3015353,13825.00,371175.00,-39.75,0,0,0
3015354,13825.00,371175.00,-39.25,0,0,0
3015355,13825.00,371175.00,-38.75,0,0,150
3015356,13825.00,371175.00,-38.25,0,0,150
3015357,13825.00,371175.00,-37.75,0,0,150
3015358,13825.00,371175.00,-37.25,0,0,500
3015359,13825.00,371175.00,-36.75,0,0,750
3015360,13825.00,371175.00,-36.25,0,0,1000
3015361,13825.00,371175.00,-35.75,0,0,1000
3015362,13825.00,371175.00,-35.25,0,0,1250
3015363,13825.00,371175.00,-34.75,0,0,1250
3015364,13825.00,371175.00,-34.25,0,150,1500
3015365,13825.00,371175.00,-33.75,0,500,1500
3015366,13825.00,371175.00,-33.25,0,500,1500
3015367,13825.00,371175.00,-32.75,0,750,2000
3015368,13825.00,371175.00,-32.25,150,1000,2000
3015369,13825.00,371175.00,-31.75,500,1500,2000
3015370,13825.00,371175.00,-31.25,750,1500,2000
3015371,13825.00,371175.00,-30.75,500,1250,2000
3015372,13825.00,371175.00,-30.25,500,1500,2000
3015373,13825.00,371175.00,-29.75,500,1500,2000
3015374,13825.00,371175.00,-29.25,750,2000,3000
3015375,13825.00,371175.00,-28.75,750,2000,3000
3015376,13825.00,371175.00,-28.25,1250,2000,3000
3015377,13825.00,371175.00,-27.75,1500,3000,5000
3015378,13825.00,371175.00,-27.25,1500,3000,5000
3015379,13825.00,371175.00,-26.75,1500,3000,5000
3015380,13825.00,371175.00,-26.25,2000,3000,5000
3015381,13825.00,371175.00,-25.75,2000,3000,5000
3015382,13825.00,371175.00,-25.25,2000,3000,5000
3015383,13825.00,371175.00,-24.75,2000,3000,5000
3015384,13825.00,371175.00,-24.25,3000,3000,5000
3015385,13825.00,371175.00,-23.75,3000,5000,5000
3015386,13825.00,371175.00,-23.25,3000,5000,7500
3015387,13825.00,371175.00,-22.75,3000,5000,7500
3015388,13825.00,371175.00,-22.25,3000,5000,7500
3015389,13825.00,371175.00,-21.75,3000,5000,7500
3015390,13825.00,371175.00,-21.25,3000,5000,7500
3015391,13825.00,371175.00,-20.75,3000,5000,5000
3015392,13825.00,371175.00,-20.25,1500,3000,5000
3015393,13825.00,371175.00,-19.75,1500,3000,5000
3015394,13825.00,371175.00,-19.25,1500,3000,5000
3015395,13825.00,371175.00,-18.75,1500,3000,5000
3015396,13825.00,371175.00,-18.25,1250,3000,5000
3015397,13825.00,371175.00,-17.75,750,3000,5000
3015398,13825.00,371175.00,-17.25,500,2000,3000
3015399,13825.00,371175.00,-16.75,0,2000,3000
3015400,13825.00,371175.00,-16.25,0,2000,3000
3015401,13825.00,371175.00,-15.75,0,2000,3000
3015402,13825.00,371175.00,-15.25,0,2000,3000
3015403,13825.00,371175.00,-14.75,0,2000,3000
3015404,13825.00,371175.00,-14.25,0,2000,3000
3015405,13825.00,371175.00,-13.75,0,2000,3000
3015406,13825.00,371175.00,-13.25,0,2000,3000
3015407,13825.00,371175.00,-12.75,0,1250,3000
3015408,13825.00,371175.00,-12.25,0,1250,3000
3015409,13825.00,371175.00,-11.75,0,1250,3000
3015410,13825.00,371175.00,-11.25,0,750,2000
3015411,13825.00,371175.00,-10.75,0,500,2000
3015412,13825.00,371175.00,-10.25,0,500,2000
3015413,13825.00,371175.00,-9.75,0,500,2000
3015414,13825.00,371175.00,-9.25,0,300,1500
3015415,13825.00,371175.00,-8.75,0,150,1000
3015416,13825.00,371175.00,-8.25,0,0,1000
3015417,13825.00,371175.00,-7.75,0,0,750
3015418,13825.00,371175.00,-7.25,0,0,150
3015419,13825.00,371175.00,-6.75,0,0,0
3015420,13825.00,371175.00,-6.25,0,0,0
3015421,13825.00,371175.00,-5.75,0,0,0
3015422,13825.00,371175.00,-5.25,0,0,0
3015423,13825.00,371175.00,-4.75,0,0,0
3015424,13825.00,371175.00,-4.25,0,0,0
3015425,13825.00,371175.00,-3.75,0,0,0
3015426,13825.00,371175.00,-3.25,0,0,0
3015427,13825.00,371175.00,-2.75,0,0,0
3015428,13825.00,371175.00,-2.25,0,0,0
3015429,13825.00,371175.00,-1.75,0,0,0
3015430,13825.00,371175.00,-1.25,0,0,0
3015431,13825.00,371175.00,-0.75,0,0,0
3015432,13825.00,371175.00,-0.25,0,0,0
3015433,13825.00,371175.00,0.25,0,0,0
3015434,13825.00,371175.00,0.75,0,0,0
3496611,13875.00,370725.00,-40.75,0,0,0
3496612,13875.00,370725.00,-40.25,0,0,150
3496613,13875.00,370725.00,-39.75,0,0,150
3496614,13875.00,370725.00,-39.25,0,0,150
3496615,13875.00,370725.00,-38.75,0,0,150
3496616,13875.00,370725.00,-38.25,0,0,300
3496617,13875.00,370725.00,-37.75,0,0,500
3496618,13875.00,370725.00,-37.25,0,0,750
3496619,13875.00,370725.00,-36.75,0,0,1000
3496620,13875.00,370725.00,-36.25,0,150,1250
3496621,13875.00,370725.00,-35.75,0,300,1250
3496622,13875.00,370725.00,-35.25,0,300,1250
3496623,13875.00,370725.00,-34.75,0,300,1500
3496624,13875.00,370725.00,-34.25,0,500,1500
3496625,13875.00,370725.00,-33.75,0,750,1500
3496626,13875.00,370725.00,-33.25,0,750,1500
3496627,13875.00,370725.00,-32.75,150,1000,2000
3496628,13875.00,370725.00,-32.25,150,1000,2000
3496629,13875.00,370725.00,-31.75,150,1250,2000
3496630,13875.00,370725.00,-31.25,500,1250,2000
3496631,13875.00,370725.00,-30.75,500,1500,3000
3496632,13875.00,370725.00,-30.25,750,2000,3000
3496633,13875.00,370725.00,-29.75,750,2000,3000
3496634,13875.00,370725.00,-29.25,500,1500,3000
3496635,13875.00,370725.00,-28.75,750,2000,3000
3496636,13875.00,370725.00,-28.25,750,2000,3000
3496637,13875.00,370725.00,-27.75,750,2000,3000
3496638,13875.00,370725.00,-27.25,1000,2000,3000
3496639,13875.00,370725.00,-26.75,1250,2000,3000
3496640,13875.00,370725.00,-26.25,1500,3000,3000
3496641,13875.00,370725.00,-25.75,1500,3000,5000
3496642,13875.00,370725.00,-25.25,2000,3000,5000
3496643,13875.00,370725.00,-24.75,3000,5000,5000
3496644,13875.00,370725.00,-24.25,3000,5000,7500
3496645,13875.00,370725.00,-23.75,3000,5000,7500
3496646,13875.00,370725.00,-23.25,5000,5000,7500
3496647,13875.00,370725.00,-22.75,5000,5000,7500
3496648,13875.00,370725.00,-22.25,5000,5000,7500
3496649,13875.00,370725.00,-21.75,5000,5000,7500
3496650,13875.00,370725.00,-21.25,5000,5000,7500
3496651,13875.00,370725.00,-20.75,3000,5000,7500
3496652,13875.00,370725.00,-20.25,3000,5000,5000
3496653,13875.00,370725.00,-19.75,3000,5000,5000
3496654,13875.00,370725.00,-19.25,3000,5000,5000
3496655,13875.00,370725.00,-18.75,3000,5000,5000
3496656,13875.00,370725.00,-18.25,2000,3000,5000
3496657,13875.00,370725.00,-17.75,2000,3000,5000
3496658,13875.00,370725.00,-17.25,2000,3000,5000
3496659,13875.00,370725.00,-16.75,2000,3000,5000
3496660,13875.00,370725.00,-16.25,2000,3000,5000
3496661,13875.00,370725.00,-15.75,2000,3000,3000
3496662,13875.00,370725.00,-15.25,2000,3000,3000
3496663,13875.00,370725.00,-14.75,2000,3000,3000
3496664,13875.00,370725.00,-14.25,2000,3000,3000
3496665,13875.00,370725.00,-13.75,1500,2000,3000
3496666,13875.00,370725.00,-13.25,1250,2000,3000
3496667,13875.00,370725.00,-12.75,1000,2000,3000
3496668,13875.00,370725.00,-12.25,750,2000,3000
3496669,13875.00,370725.00,-11.75,500,1500,3000
3496670,13875.00,370725.00,-11.25,300,1250,2000
3496671,13875.00,370725.00,-10.75,300,1250,2000
3496672,13875.00,370725.00,-10.25,300,1250,2000
3496673,13875.00,370725.00,-9.75,300,1250,2000
3496674,13875.00,370725.00,-9.25,300,1250,2000
3496675,13875.00,370725.00,-8.75,0,750,2000
3496676,13875.00,370725.00,-8.25,150,750,2000
3496677,13875.00,370725.00,-7.75,150,750,1500
3496678,13875.00,370725.00,-7.25,0,300,1250
3496679,13875.00,370725.00,-6.75,0,0,1500
3496680,13875.00,370725.00,-6.25,0,0,1000
3496681,13875.00,370725.00,-5.75,0,0,1000
3496682,13875.00,370725.00,-5.25,0,0,300
3496683,13875.00,370725.00,-4.75,0,0,0
3496684,13875.00,370725.00,-4.25,0,0,0
3496685,13875.00,370725.00,-3.75,0,0,0
3496686,13875.00,370725.00,-3.25,0,0,0
3496687,13875.00,370725.00,-2.75,0,0,0
3496688,13875.00,370725.00,-2.25,0,0,0
3496689,13875.00,370725.00,-1.75,0,0,0
3496690,13875.00,370725.00,-1.25,0,0,0
3496691,13875.00,370725.00,-0.75,0,0,0
3496692,13875.00,370725.00,-0.25,0,0,0
3496693,13875.00,370725.00,0.25,0,0,0
3496694,13875.00,370725.00,0.75,0,0,0
3496695,13875.00,370725.00,1.25,0,0,0
3497001,13875.00,370775.00,-40.75,0,0,0
3497002,13875.00,370775.00,-40.25,0,0,0
3497003,13875.00,370775.00,-39.75,0,0,0
3497004,13875.00,370775.00,-39.25,0,0,0
3497005,13875.00,370775.00,-38.75,0,0,0
3497006,13875.00,370775.00,-38.25,0,0,0
3497007,13875.00,370775.00,-37.75,0,0,150
3497008,13875.00,370775.00,-37.25,0,0,500
3497009,13875.00,370775.00,-36.75,0,0,500
3497010,13875.00,370775.00,-36.25,0,0,500
3497011,13875.00,370775.00,-35.75,0,0,750
3497012,13875.00,370775.00,-35.25,0,0,1000
3497013,13875.00,370775.00,-34.75,0,0,1250
3497014,13875.00,370775.00,-34.25,0,150,1250
3497015,13875.00,370775.00,-33.75,0,500,1500
3497016,13875.00,370775.00,-33.25,0,750,1500
3497017,13875.00,370775.00,-32.75,0,1000,2000
3497018,13875.00,370775.00,-32.25,0,1000,2000
3497019,13875.00,370775.00,-31.75,0,750,2000
3497020,13875.00,370775.00,-31.25,0,1000,2000
3497021,13875.00,370775.00,-30.75,0,1000,2000
3497022,13875.00,370775.00,-30.25,0,1000,2000
3497023,13875.00,370775.00,-29.75,0,1000,2000
3497024,13875.00,370775.00,-29.25,0,1000,2000
3497025,13875.00,370775.00,-28.75,0,1000,2000
3497026,13875.00,370775.00,-28.25,300,1500,3000
3497027,13875.00,370775.00,-27.75,750,2000,3000
3497028,13875.00,370775.00,-27.25,1000,2000,3000
3497029,13875.00,370775.00,-26.75,1000,2000,3000
3497030,13875.00,370775.00,-26.25,1250,2000,3000
3497031,13875.00,370775.00,-25.75,1250,2000,3000
3497032,13875.00,370775.00,-25.25,1500,2000,3000
3497033,13875.00,370775.00,-24.75,2000,3000,5000
3497034,13875.00,370775.00,-24.25,3000,5000,5000
3497035,13875.00,370775.00,-23.75,3000,5000,7500
3497036,13875.00,370775.00,-23.25,3000,5000,7500
3497037,13875.00,370775.00,-22.75,5000,5000,7500
3497038,13875.00,370775.00,-22.25,5000,5000,7500
3497039,13875.00,370775.00,-21.75,3000,5000,7500
3497040,13875.00,370775.00,-21.25,3000,5000,7500
3497041,13875.00,370775.00,-20.75,3000,5000,7500
3497042,13875.00,370775.00,-20.25,3000,5000,5000
3497043,13875.00,370775.00,-19.75,3000,5000,5000
3497044,13875.00,370775.00,-19.25,3000,5000,5000
3497045,13875.00,370775.00,-18.75,2000,3000,5000
3497046,13875.00,370775.00,-18.25,2000,3000,5000
3497047,13875.00,370775.00,-17.75,1500,3000,5000
3497048,13875.00,370775.00,-17.25,1500,3000,5000
3497049,13875.00,370775.00,-16.75,1500,3000,3000
3497050,13875.00,370775.00,-16.25,1500,2000,3000
3497051,13875.00,370775.00,-15.75,1250,2000,3000
3497052,13875.00,370775.00,-15.25,1250,2000,3000
3497053,13875.00,370775.00,-14.75,1250,2000,3000
3497054,13875.00,370775.00,-14.25,1250,2000,3000
3497055,13875.00,370775.00,-13.75,750,2000,3000
3497056,13875.00,370775.00,-13.25,500,2000,3000
3497057,13875.00,370775.00,-12.75,300,1500,3000
3497058,13875.00,370775.00,-12.25,150,1250,2000
3497059,13875.00,370775.00,-11.75,150,1000,2000
3497060,13875.00,370775.00,-11.25,0,500,2000
3497061,13875.00,370775.00,-10.75,0,500,2000
3497062,13875.00,370775.00,-10.25,0,500,2000
3497063,13875.00,370775.00,-9.75,0,750,2000
3497064,13875.00,370775.00,-9.25,0,500,1500
3497065,13875.00,370775.00,-8.75,0,300,1250
3497066,13875.00,370775.00,-8.25,0,500,1500
3497067,13875.00,370775.00,-7.75,0,300,1250
3497068,13875.00,370775.00,-7.25,0,150,500
3497069,13875.00,370775.00,-6.75,0,0,500
3497070,13875.00,370775.00,-6.25,0,0,300
3497071,13875.00,370775.00,-5.75,0,0,0
3497072,13875.00,370775.00,-5.25,0,0,0
3497073,13875.00,370775.00,-4.75,0,0,0
3497074,13875.00,370775.00,-4.25,0,0,0
3497075,13875.00,370775.00,-3.75,0,0,0
3497076,13875.00,370775.00,-3.25,0,0,0
3497077,13875.00,370775.00,-2.75,0,0,0
3497078,13875.00,370775.00,-2.25,0,0,0
3497079,13875.00,370775.00,-1.75,0,0,0
3497080,13875.00,370775.00,-1.25,0,0,0
3497081,13875.00,370775.00,-0.75,0,0,0
3497082,13875.00,370775.00,-0.25,0,0,0
3497083,13875.00,370775.00,0.25,0,0,0
3497084,13875.00,370775.00,0.75,0,0,0
3497085,13875.00,370775.00,1.25,0,0,0
3497392,13875.00,370825.00,-40.25,0,0,0
3497393,13875.00,370825.00,-39.75,0,0,0
3497394,13875.00,370825.00,-39.25,0,0,0
3497395,13875.00,370825.00,-38.75,0,0,0
3497396,13875.00,370825.00,-38.25,0,0,150
3497397,13875.00,370825.00,-37.75,0,0,300
3497398,13875.00,370825.00,-37.25,0,0,500
3497399,13875.00,370825.00,-36.75,0,0,500
3497400,13875.00,370825.00,-36.25,0,0,750
3497401,13875.00,370825.00,-35.75,0,0,1000
3497402,13875.00,370825.00,-35.25,0,0,1000
3497403,13875.00,370825.00,-34.75,0,0,1250
3497404,13875.00,370825.00,-34.25,0,150,1250
3497405,13875.00,370825.00,-33.75,0,500,1500
3497406,13875.00,370825.00,-33.25,0,750,2000
3497407,13875.00,370825.00,-32.75,0,1000,2000
3497408,13875.00,370825.00,-32.25,0,1000,2000
3497409,13875.00,370825.00,-31.75,0,1000,2000
3497410,13875.00,370825.00,-31.25,0,1000,2000
3497411,13875.00,370825.00,-30.75,0,750,2000
3497412,13875.00,370825.00,-30.25,0,1000,2000
3497413,13875.00,370825.00,-29.75,0,1000,2000
3497414,13875.00,370825.00,-29.25,0,1250,2000
3497415,13875.00,370825.00,-28.75,0,1000,2000
3497416,13875.00,370825.00,-28.25,0,1000,2000
3497417,13875.00,370825.00,-27.75,150,1250,3000
3497418,13875.00,370825.00,-27.25,300,1250,3000
3497419,13875.00,370825.00,-26.75,500,1500,3000
3497420,13875.00,370825.00,-26.25,750,2000,3000
3497421,13875.00,370825.00,-25.75,1000,2000,3000
3497422,13875.00,370825.00,-25.25,1500,3000,5000
3497423,13875.00,370825.00,-24.75,2000,3000,5000
3497424,13875.00,370825.00,-24.25,2000,3000,5000
3497425,13875.00,370825.00,-23.75,3000,5000,5000
3497426,13875.00,370825.00,-23.25,3000,5000,7500
3497427,13875.00,370825.00,-22.75,3000,5000,7500
3497428,13875.00,370825.00,-22.25,3000,5000,7500
3497429,13875.00,370825.00,-21.75,3000,5000,7500
3497430,13875.00,370825.00,-21.25,3000,5000,7500
3497431,13875.00,370825.00,-20.75,3000,5000,7500
3497432,13875.00,370825.00,-20.25,3000,5000,5000
3497433,13875.00,370825.00,-19.75,3000,5000,5000
3497434,13875.00,370825.00,-19.25,3000,3000,5000
3497435,13875.00,370825.00,-18.75,2000,3000,5000
3497436,13875.00,370825.00,-18.25,2000,3000,5000
3497437,13875.00,370825.00,-17.75,2000,3000,5000
3497438,13875.00,370825.00,-17.25,1500,3000,5000
3497439,13875.00,370825.00,-16.75,1500,3000,5000
3497440,13875.00,370825.00,-16.25,1500,3000,3000
3497441,13875.00,370825.00,-15.75,1500,3000,3000
3497442,13875.00,370825.00,-15.25,1500,3000,3000
3497443,13875.00,370825.00,-14.75,1500,3000,3000
3497444,13875.00,370825.00,-14.25,1500,2000,3000
3497445,13875.00,370825.00,-13.75,1000,2000,3000
3497446,13875.00,370825.00,-13.25,750,2000,3000
